Wed Jun  1 19:11:00 2022    hell/123.prof

         51934 function calls (51370 primitive calls) in 1.124 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        3    0.000    0.000    0.000    0.000 /opt/python/aiohttp/connector.py:206(__init__)
        3    0.000    0.000    0.000    0.000 /opt/python/aiohttp/tcp_helpers.py:25(tcp_nodelay)
        9    0.000    0.000    0.000    0.000 /var/lang/lib/python3.7/asyncio/base_events.py:665(call_at)
        3    0.000    0.000    0.000    0.000 {built-in method today}
       14    0.000    0.000    0.000    0.000 /var/lang/lib/python3.7/selectors.py:180(get_key)
       21    0.000    0.000    0.000    0.000 /var/lang/lib/python3.7/urllib/parse.py:157(hostname)
       36    0.000    0.000    0.000    0.000 /opt/python/urllib3/util/url.py:302(_idna_encode)
       18    0.000    0.000    0.003    0.000 /var/lang/lib/python3.7/logging/__init__.py:1368(info)
       35    0.000    0.000    0.000    0.000 /var/lang/lib/python3.7/logging/__init__.py:528(formatTime)
       28    0.000    0.000    0.000    0.000 /opt/python/aiohttp/streams.py:458(_read_nowait_chunk)
      150    0.000    0.000    0.000    0.000 /var/lang/lib/python3.7/unittest/mock.py:2072(__init__)
        6    0.000    0.000    0.000    0.000 /opt/python/pynamodb/connection/base.py:470(_handle_binary_attributes)
       14    0.000    0.000    0.000    0.000 /opt/python/botocore/auth.py:190(_canonical_host)
       35    0.000    0.000    0.001    0.000 /var/lang/lib/python3.7/logging/__init__.py:858(format)
       14    0.000    0.000    0.000    0.000 {method 'readlines' of '_io._IOBase' objects}
       42    0.000    0.000    0.000    0.000 <attrs generated hash aiohttp.client_reqrep.ConnectionKey>:1(__hash__)
        5    0.000    0.000    0.000    0.000 /opt/python/pynamodb/connection/base.py:243(__init__)
        6    0.000    0.000    0.000    0.000 {method 'poll' of 'select.poll' objects}
        7    0.000    0.000    0.000    0.000 /var/lang/lib/python3.7/socket.py:652(close)
        2    0.000    0.000    0.000    0.000 /opt/python/aiohttp/client_proto.py:71(connection_lost)
       14    0.000    0.000    0.000    0.000 /opt/python/config_file.py:61(__call__)
        7    0.000    0.000    0.000    0.000 /opt/python/urllib3/response.py:315(_init_length)
        7    0.000    0.000    0.002    0.000 /var/lang/lib/python3.7/email/parser.py:41(parse)
      371    0.000    0.000    0.000    0.000 {built-in method builtins.ord}
       30    0.000    0.000    0.000    0.000 /var/lang/lib/python3.7/unittest/mock.py:531(__set_side_effect)
        8    0.000    0.000    0.000    0.000 /opt/python/pynamodb/expressions/operand.py:189(__init__)
       42    0.000    0.000    0.001    0.000 /var/lang/lib/python3.7/email/message.py:451(items)
       67    0.000    0.000    0.000    0.000 {method 'digest' of '_hashlib.HASH' objects}
       55    0.000    0.000    0.000    0.000 /opt/python/urllib3/_collections.py:214(add)
       76    0.000    0.000    0.000    0.000 /var/lang/lib/python3.7/email/feedparser.py:128(__next__)
       14    0.000    0.000    0.000    0.000 /var/lang/lib/python3.7/unittest/mock.py:1158(_importer)
        6    0.000    0.000    0.001    0.000 /var/lang/lib/python3.7/asyncio/base_events.py:998(_create_connection_transport)
    19/15    0.000    0.000    0.013    0.001 /opt/python/botocore/serialize.py:381(_serialize_type_map)
       13    0.000    0.000    0.000    0.000 {built-in method now}
      143    0.000    0.000    0.000    0.000 {method 'update' of '_hashlib.HASH' objects}
        7    0.000    0.000    0.000    0.000 /opt/python/urllib3/_collections.py:140(__init__)
       30    0.000    0.000    0.008    0.000 /var/lang/lib/python3.7/asyncio/selector_events.py:776(_read_ready)
        2    0.000    0.000    0.000    0.000 /opt/python/urllib3/connectionpool.py:172(__init__)
       29    0.000    0.000    0.000    0.000 /var/lang/lib/python3.7/socket.py:97(_intenum_converter)
       18    0.000    0.000    0.001    0.000 /opt/python/pynamodb/attributes.py:227(__init__)
       14    0.000    0.000    0.001    0.000 /opt/python/botocore/awsrequest.py:338(prepare)
       21    0.000    0.000    0.001    0.000 /opt/python/botocore/awsrequest.py:600(__init__)
       18    0.000    0.000    0.000    0.000 {method 'replace' of 'datetime.datetime' objects}
       39    0.000    0.000    0.000    0.000 /var/lang/lib/python3.7/selectors.py:275(_key_from_fd)
        3    0.000    0.000    0.016    0.005 /opt/python/aiohttp/cookiejar.py:212(filter_cookies)
       11    0.000    0.000    0.000    0.000 /var/lang/lib/python3.7/asyncio/events.py:154(cancel)
        7    0.000    0.000    0.000    0.000 /var/lang/lib/python3.7/queue.py:153(get)
      102    0.000    0.000    0.000    0.000 /opt/python/botocore/awsrequest.py:588(__eq__)
        7    0.000    0.000    0.000    0.000 /var/lang/lib/python3.7/email/feedparser.py:53(__init__)
       52    0.000    0.000    0.000    0.000 /var/lang/lib/python3.7/threading.py:240(__enter__)
      2/1    0.000    0.000    0.000    0.000 /var/lang/lib/python3.7/sre_parse.py:469(_parse)
        3    0.000    0.000    0.006    0.002 /opt/python/rsa/key.py:156(blind)
        3    0.000    0.000    0.322    0.107 /opt/python/rsa/pkcs1.py:279(sign_hash)
        3    0.000    0.000    0.000    0.000 /opt/python/aiohttp/client_proto.py:137(set_response_params)
       14    0.000    0.000    0.816    0.058 /opt/python/config_file.py:139(contents)
       13    0.000    0.000    0.000    0.000 /var/lang/lib/python3.7/unittest/mock.py:1179(__init__)
       36    0.000    0.000    0.000    0.000 /opt/python/pynamodb/attributes.py:784(__setattr__)
      103    0.000    0.000    0.000    0.000 /var/lang/lib/python3.7/asyncio/base_events.py:477(_check_closed)
       49    0.000    0.000    0.000    0.000 /var/lang/lib/python3.7/email/message.py:424(<listcomp>)
       35    0.000    0.000    0.000    0.000 /var/lang/lib/python3.7/posixpath.py:52(normcase)
        2    0.000    0.000    0.000    0.000 /opt/python/aiohttp/helpers.py:313(parse_mimetype)
       20    0.000    0.000    0.000    0.000 /opt/python/aiohttp/helpers.py:631(__enter__)
        3    0.000    0.000    0.002    0.001 /var/lang/lib/python3.7/concurrent/futures/thread.py:145(submit)
        3    0.000    0.000    0.000    0.000 /opt/python/botocore/signers.py:357(build_policy)
        1    0.000    0.000    0.000    0.000 {method 'decompress' of 'zlib.Decompress' objects}
        7    0.000    0.000    0.001    0.000 /opt/python/urllib3/poolmanager.py:255(connection_from_pool_key)
        7    0.000    0.000    0.000    0.000 /opt/python/urllib3/_collections.py:230(extend)
       61    0.000    0.000    0.000    0.000 {built-in method builtins.any}
      178    0.000    0.000    0.000    0.000 {method 'append' of 'collections.deque' objects}
       35    0.000    0.000    0.015    0.000 /var/runtime/bootstrap.py:238(emit)
       27    0.000    0.000    0.000    0.000 /opt/python/pyasn1/codec/ber/decoder.py:47(_createComponent)
        3    0.000    0.000    0.000    0.000 /opt/python/aiohttp/connector.py:737(__init__)
        9    0.000    0.000    0.001    0.000 /opt/python/aiohttp/connector.py:959(_wrap_create_connection)
       14    0.000    0.000    0.002    0.000 /opt/python/pynamodb/indexes.py:161(_get_attributes)
       13    0.000    0.000    0.000    0.000 /opt/python/pynamodb/attributes.py:683(__init__)
        3    0.000    0.000    0.801    0.267 /var/lang/lib/python3.7/asyncio/base_events.py:551(run_until_complete)
        7    0.000    0.000    0.001    0.000 /opt/python/pynamodb/models.py:1030(_get_connection)
     10/8    0.000    0.000    0.001    0.000 /opt/python/botocore/hooks.py:177(_emit)
       39    0.000    0.000    0.000    0.000 /var/lang/lib/python3.7/threading.py:1225(current_thread)
        2    0.000    0.000    0.000    0.000 {built-in method _codecs.utf_8_decode}
       19    0.000    0.000    0.000    0.000 /opt/python/aiohttp/streams.py:485(_read_nowait)
       26    0.000    0.000    0.000    0.000 {built-in method utcnow}
        7    0.000    0.000    0.145    0.021 /var/lang/lib/python3.7/socket.py:575(readinto)
       45    0.000    0.000    0.000    0.000 /opt/python/urllib3/util/timeout.py:112(_validate_timeout)
      107    0.000    0.000    0.000    0.000 {method 'rfind' of 'str' objects}
        3    0.000    0.000    0.006    0.002 /opt/python/aiohttp/client_reqrep.py:1045(get_encoding)
       33    0.000    0.000    0.000    0.000 /opt/python/aiohttp/streams.py:384(readany)
        3    0.000    0.000    0.006    0.002 /opt/python/pynamodb/models.py:569(query)
        5    0.000    0.000    0.001    0.000 /opt/python/botocore/credentials.py:1092(load)
       13    0.000    0.000    0.000    0.000 {method 'settimeout' of '_socket.socket' objects}
        7    0.000    0.000    0.000    0.000 /var/lang/lib/python3.7/socket.py:563(__init__)
       54    0.000    0.000    0.000    0.000 /var/lang/lib/python3.7/_collections_abc.py:742(__iter__)
        3    0.000    0.000    0.001    0.000 /opt/python/rsa/key.py:406(__init__)
        9    0.000    0.000    0.000    0.000 /opt/python/aiohttp/cookiejar.py:104(_do_expiration)
        8    0.000    0.000    0.000    0.000 /opt/python/config_file.py:120(__init__)
        4    0.000    0.000    0.000    0.000 /opt/python/pynamodb/attributes.py:819(serialize)
        3    0.000    0.000    0.000    0.000 /var/lang/lib/python3.7/asyncio/selector_events.py:588(__init__)
     46/1    0.000    0.000    0.001    0.001 /opt/python/botocore/validate.py:54(_on_passes_type_check)
        1    0.000    0.000    1.124    1.124 /opt/python/ambersdk.py:239(wrapper)
       68    0.000    0.000    0.000    0.000 /var/lang/lib/python3.7/http/client.py:1006(_output)
        3    0.000    0.000    0.000    0.000 /opt/python/rsa/transform.py:37(int2bytes)
       56    0.000    0.000    0.000    0.000 /opt/python/pynamodb/attributes.py:95(get_value)
       13    0.000    0.000    0.000    0.000 /opt/python/pynamodb/attributes.py:587(serialize)
        8    0.000    0.000    0.000    0.000 /opt/python/pynamodb/attributes.py:989(deserialize)
        3    0.000    0.000    0.000    0.000 /var/lang/lib/python3.7/asyncio/sslproto.py:412(__init__)
       14    0.000    0.000    0.000    0.000 /opt/python/botocore/auth.py:262(<listcomp>)
        7    0.000    0.000    0.000    0.000 /opt/python/botocore/auth.py:381(_modify_request_before_signing)
       13    0.000    0.000    0.000    0.000 /var/lang/lib/python3.7/contextlib.py:481(__exit__)
        8    0.000    0.000    0.000    0.000 /var/lang/lib/python3.7/urllib/parse.py:872(quote_from_bytes)
       40    0.000    0.000    0.000    0.000 /var/lang/lib/python3.7/logging/__init__.py:838(acquire)
        7    0.000    0.000    0.000    0.000 /var/lang/lib/python3.7/encodings/idna.py:147(encode)
    20/16    0.000    0.000    0.000    0.000 /opt/python/pynamodb/expressions/operand.py:28(serialize)
        7    0.000    0.000    0.001    0.000 /opt/python/botocore/awsrequest.py:110(_send_output)
        6    0.000    0.000    0.000    0.000 /opt/python/botocore/utils.py:765(datetime2timestamp)
       52    0.000    0.000    0.001    0.000 /var/lang/lib/python3.7/ssl.py:709(read)
       12    0.000    0.000    0.000    0.000 /var/lang/lib/python3.7/enum.py:835(__or__)
       35    0.000    0.000    0.000    0.000 /var/lang/lib/python3.7/logging/__init__.py:418(usesTime)
        5    0.000    0.000    0.000    0.000 /opt/python/cdn_handler.py:29(get_file)
        3    0.000    0.000    0.322    0.107 /opt/python/rsa/key.py:469(blinded_encrypt)
        3    0.000    0.000    0.000    0.000 /opt/python/rsa/pkcs1.py:130(_pad_for_signing)
        3    0.000    0.000    0.000    0.000 /var/lang/lib/python3.7/asyncio/selector_events.py:726(__init__)
       11    0.000    0.000    0.000    0.000 /opt/python/urllib3/connection.py:117(host)
        7    0.000    0.000    0.000    0.000 /opt/python/botocore/awsrequest.py:97(_convert_to_bytes)
        2    0.000    0.000    0.051    0.025 /opt/python/urllib3/util/ssl_.py:306(ssl_wrap_socket)
        6    0.000    0.000    0.000    0.000 /var/lang/lib/python3.7/asyncio/base_events.py:98(_ipaddr_info)
      6/1    0.000    0.000    0.001    0.001 /opt/python/botocore/validate.py:184(_validate_structure)
        3    0.000    0.000    0.000    0.000 {method 'put' of '_queue.SimpleQueue' objects}
      158    0.000    0.000    0.000    0.000 {method 'partition' of 'str' objects}
       38    0.000    0.000    0.000    0.000 /var/lang/lib/python3.7/os.py:754(encode)
       55    0.000    0.000    0.000    0.000 /var/lang/lib/python3.7/abc.py:137(__instancecheck__)
       13    0.000    0.000    0.000    0.000 /var/lang/lib/python3.7/unittest/mock.py:1262(get_original)
        7    0.000    0.000    0.000    0.000 /var/lang/lib/python3.7/unittest/mock.py:1547(patch)
      189    0.000    0.000    0.000    0.000 /opt/python/pynamodb/attributes.py:247(get_attributes)
       35    0.000    0.000    0.000    0.000 /opt/python/pynamodb/attributes.py:418(serialize)
        2    0.000    0.000    0.002    0.001 /opt/python/pynamodb/models.py:428(get_operation_kwargs_from_instance)
        3    0.000    0.000    0.001    0.000 /var/lang/lib/python3.7/asyncio/sslproto.py:598(_start_handshake)
        9    0.000    0.000    0.000    0.000 /var/lang/lib/python3.7/asyncio/tasks.py:600(ensure_future)
       36    0.000    0.000    0.000    0.000 /opt/python/botocore/validate.py:70(range_check)
        7    0.000    0.000    0.000    0.000 /opt/python/botocore/awsrequest.py:290(_urljoin)
        7    0.000    0.000    0.077    0.011 /opt/python/urllib3/connectionpool.py:970(_validate_conn)
       21    0.000    0.000    0.000    0.000 {method 'hexdigest' of '_hashlib.HASH' objects}
       14    0.000    0.000    0.000    0.000 /var/lang/lib/python3.7/socket.py:432(family)
       54    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
        3    0.000    0.000    0.000    0.000 /opt/python/aiohttp/streams.py:106(__init__)
      162    0.000    0.000    0.000    0.000 /var/lang/lib/python3.7/asyncio/base_events.py:1804(get_debug)
        2    0.000    0.000    0.023    0.012 /var/lang/lib/python3.7/socket.py:735(getaddrinfo)
        7    0.000    0.000    0.000    0.000 /opt/python/urllib3/util/response.py:38(assert_header_parsing)
       15    0.000    0.000    0.000    0.000 /opt/python/urllib3/util/timeout.py:95(__init__)
       35    0.000    0.000    0.000    0.000 /var/lang/lib/python3.7/logging/__init__.py:573(usesTime)
        3    0.000    0.000    0.325    0.108 /opt/python/config_file.py:203(<lambda>)
       15    0.000    0.000    0.075    0.005 /opt/python/aiohttp/client.py:1116(__aenter__)
       30    0.000    0.000    0.000    0.000 /var/lang/lib/python3.7/unittest/mock.py:335(_check_and_set_parent)
        5    0.000    0.000    0.000    0.000 /var/lang/lib/python3.7/asyncio/selector_events.py:303(_remove_writer)
       14    0.000    0.000    0.001    0.000 /opt/python/urllib3/response.py:554(stream)
        7    0.000    0.000    0.002    0.000 /opt/python/urllib3/poolmanager.py:279(connection_from_url)
       35    0.000    0.000    0.000    0.000 /var/lang/lib/python3.7/logging/__init__.py:154(<lambda>)
       27    0.000    0.000    0.000    0.000 /opt/python/pyasn1/type/univ.py:1841(setComponentByPosition)
       87    0.000    0.000    0.000    0.000 /opt/python/pyasn1/type/base.py:63(__setattr__)
        1    0.000    0.000    0.000    0.000 /opt/python/feature_unlock.py:15(init_feature_list)
        1    0.000    0.000    0.105    0.105 /opt/python/botocore/client.py:631(_make_api_call)
        7    0.000    0.000    0.000    0.000 /var/lang/lib/python3.7/selectors.py:234(register)
       32    0.000    0.000    0.000    0.000 /var/lang/lib/python3.7/urllib/parse.py:168(port)
        6    0.000    0.000    0.000    0.000 /var/lang/lib/python3.7/json/__init__.py:244(detect_encoding)
       35    0.000    0.000    0.000    0.000 /var/lang/lib/python3.7/logging/__init__.py:579(formatMessage)
      204    0.000    0.000    0.000    0.000 {method 'popleft' of 'collections.deque' objects}
       27    0.000    0.000    0.000    0.000 /opt/python/pyasn1/compat/integer.py:98(from_bytes)
        3    0.000    0.000    0.000    0.000 /opt/python/aiohttp/client_reqrep.py:572(write_bytes)
        3    0.000    0.000    0.801    0.267 /opt/python/config_file.py:235(_get_file_contents)
       48    0.000    0.000    0.011    0.000 /var/lang/lib/python3.7/unittest/mock.py:2473(__get__)
        4    0.000    0.000    0.000    0.000 /opt/python/pynamodb/attributes.py:846(deserialize)
        7    0.000    0.000    0.001    0.000 /opt/python/botocore/auth.py:266(payload)
        7    0.000    0.000    0.001    0.000 /opt/python/botocore/auth.py:346(signature)
        7    0.000    0.000    0.001    0.000 /opt/python/urllib3/connectionpool.py:242(_get_conn)
        5    0.000    0.000    0.000    0.000 /var/lang/lib/python3.7/ssl.py:549(verify_mode)
        7    0.000    0.000    0.145    0.021 /var/lang/lib/python3.7/ssl.py:1060(recv_into)
       35    0.000    0.000    0.000    0.000 /var/lang/lib/python3.7/hmac.py:142(new)
       52    0.000    0.000    0.000    0.000 /var/lang/lib/python3.7/threading.py:243(__exit__)
       37    0.000    0.000    0.000    0.000 /var/lang/lib/python3.7/threading.py:255(_is_owned)
        3    0.000    0.000    0.000    0.000 /var/lang/lib/python3.7/threading.py:763(__init__)
       55    0.000    0.000    0.000    0.000 {method 'setdefault' of 'collections.OrderedDict' objects}
       12    0.000    0.000    0.056    0.005 /opt/python/aiohttp/connector.py:882(_create_connection)
        6    0.000    0.000    0.000    0.000 /opt/python/pynamodb/attributes.py:316(<listcomp>)
        1    0.000    0.000    0.000    0.000 /var/lang/lib/python3.7/asyncio/base_events.py:359(__init__)
        7    0.000    0.000    0.000    0.000 /var/lang/lib/python3.7/uuid.py:759(uuid4)
       14    0.000    0.000    0.000    0.000 /opt/python/urllib3/util/timeout.py:174(clone)
       12    0.000    0.000    0.000    0.000 /var/lang/lib/python3.7/_weakrefset.py:81(add)
        7    0.000    0.000    0.000    0.000 {method 'close' of '_io.BufferedReader' objects}
        2    0.000    0.000    0.000    0.000 /opt/python/shop.py:454(as_dict)
        3    0.000    0.000    0.000    0.000 /opt/python/aiohttp/client_proto.py:20(__init__)
        3    0.000    0.000    0.000    0.000 /var/lang/lib/python3.7/ipaddress.py:27(ip_address)
        3    0.000    0.000    0.000    0.000 /var/lang/lib/python3.7/asyncio/sslproto.py:56(__init__)
       66    0.000    0.000    0.000    0.000 /opt/python/botocore/auth.py:248(<genexpr>)
        7    0.000    0.000    0.001    0.000 /opt/python/botocore/auth.py:373(_inject_signature_to_request)
        1    0.000    0.000    1.018    1.018 /opt/python/ambersdk.py:227(wrapper)
       54    0.000    0.000    0.000    0.000 /var/lang/lib/python3.7/http/client.py:1285(<genexpr>)
      126    0.000    0.000    0.000    0.000 {method 'pop' of 'dict' objects}
     33/9    0.000    0.000    0.000    0.000 /opt/python/pyasn1/type/univ.py:1748(getComponentByPosition)
        3    0.000    0.000    0.000    0.000 /opt/python/aiohttp/client_reqrep.py:723(__init__)
       76    0.000    0.000    0.000    0.000 /opt/python/pynamodb/attributes.py:256(_dynamo_to_python_attr)
        3    0.000    0.000    0.000    0.000 /var/lang/lib/python3.7/asyncio/futures.py:309(_copy_future_state)
       42    0.000    0.000    0.000    0.000 /opt/python/botocore/auth.py:196(<genexpr>)
        7    0.000    0.000    0.000    0.000 /opt/python/botocore/httpsession.py:245(_setup_ssl_cert)
        1    0.000    0.000    0.042    0.042 /var/lang/lib/python3.7/ssl.py:485(load_default_certs)
       39    0.000    0.000    0.000    0.000 /var/lang/lib/python3.7/types.py:164(__get__)
       44    0.000    0.000    0.000    0.000 {method 'pop' of 'collections.OrderedDict' objects}
       66    0.000    0.000    0.000    0.000 {method 'rpartition' of 'str' objects}
        3    0.000    0.000    0.000    0.000 /opt/python/aiohttp/cookiejar.py:135(update_cookies)
        3    0.000    0.000    0.000    0.000 /opt/python/aiohttp/connector.py:166(release)
       54    0.000    0.000    0.006    0.000 /var/lang/lib/python3.7/unittest/mock.py:482(__get_return_value)
       16    0.000    0.000    0.000    0.000 /var/lang/lib/python3.7/asyncio/events.py:72(cancel)
      4/1    0.000    0.000    0.001    0.001 /opt/python/botocore/validate.py:224(_validate_map)
        7    0.000    0.000    0.001    0.000 /opt/python/urllib3/connection.py:190(putrequest)
        7    0.000    0.000    0.000    0.000 /opt/python/botocore/awsrequest.py:544(__init__)
        7    0.000    0.000    0.001    0.000 /opt/python/urllib3/poolmanager.py:219(connection_from_host)
        3    0.000    0.000    0.000    0.000 /var/lang/lib/python3.7/ssl.py:557(verify_mode)
       35    0.000    0.000    0.000    0.000 /var/lang/lib/python3.7/hmac.py:117(_current)
        7    0.000    0.000    0.000    0.000 /opt/python/urllib3/util/url.py:91(__new__)
        7    0.000    0.000    0.000    0.000 /opt/python/urllib3/util/url.py:244(_remove_path_dot_segments)
      214    0.000    0.000    0.000    0.000 {method 'items' of 'dict' objects}
       79    0.000    0.000    0.000    0.000 {built-in method _thread.get_ident}
       27    0.000    0.000    0.000    0.000 /opt/python/pyasn1/type/univ.py:103(__init__)
        3    0.000    0.000    0.000    0.000 /var/lang/lib/python3.7/asyncio/selector_events.py:475(_sock_connect)
        3    0.000    0.000    0.000    0.000 /var/lang/lib/python3.7/asyncio/tasks.py:770(shield)
        7    0.000    0.000    0.000    0.000 /opt/python/botocore/awsrequest.py:270(create_request_object)
        2    0.000    0.000    0.024    0.012 /var/lang/lib/python3.7/ssl.py:1132(do_handshake)
        7    0.000    0.000    0.000    0.000 /var/lang/lib/python3.7/email/message.py:213(get_payload)
        7    0.000    0.000    0.000    0.000 /var/lang/lib/python3.7/selectors.py:351(register)
        5    0.000    0.000    0.000    0.000 /opt/python/urllib3/util/wait.py:90(poll_wait_for_socket)
       62    0.000    0.000    0.000    0.000 /opt/python/urllib3/_collections.py:186(__iter__)
       55    0.000    0.000    0.000    0.000 {method 'lstrip' of 'str' objects}
        1    0.000    0.000    0.087    0.087 /opt/python/versioning.py:133(get_release_version)
        1    0.000    0.000    0.200    0.200 /opt/python/level_progression/model.py:273(get_battle_pass_progression_definition)
       42    0.000    0.000    0.000    0.000 /var/lang/lib/python3.7/unittest/mock.py:507(__class__)
       30    0.000    0.000    0.000    0.000 /opt/python/pynamodb/attributes.py:489(serialize)
        4    0.000    0.000    0.000    0.000 /opt/python/pynamodb/connection/base.py:838(get_operation_kwargs)
        3    0.000    0.000    0.000    0.000 {aiohttp._http_writer._serialize_headers}
        7    0.000    0.000    0.000    0.000 /opt/python/urllib3/response.py:273(release_conn)
       28    0.000    0.000    0.000    0.000 /var/lang/lib/python3.7/email/message.py:29(_splitparam)
        3    0.000    0.000    0.000    0.000 {method 'splitlines' of 'bytes' objects}
       59    0.000    0.000    0.000    0.000 {method 'pop' of 'list' objects}
       47    0.000    0.000    0.000    0.000 {method 'copy' of 'dict' objects}
    39/30    0.000    0.000    0.111    0.004 {built-in method builtins.next}
       25    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1009(_handle_fromlist)
        2    0.000    0.000    0.013    0.007 /opt/python/versioning.py:149(get_game_data)
        3    0.000    0.000    0.000    0.000 /opt/python/aiohttp/cookiejar.py:57(__init__)
       17    0.000    0.000    0.001    0.000 /opt/python/aiohttp/streams.py:342(read)
        9    0.000    0.000    0.000    0.000 /opt/python/yarl/_url.py:44(__get__)
        5    0.000    0.000    0.000    0.000 /opt/python/pynamodb/models.py:266(__init__)
        7    0.000    0.000    0.000    0.000 /opt/python/botocore/httpsession.py:44(get_cert_path)
        7    0.000    0.000    0.001    0.000 /opt/python/botocore/awsrequest.py:473(body)
        7    0.000    0.000    0.001    0.000 /opt/python/urllib3/poolmanager.py:242(connection_from_context)
        7    0.000    0.000    0.000    0.000 {method 'register' of 'select.epoll' objects}
        7    0.000    0.000    0.000    0.000 /opt/python/urllib3/_collections.py:53(__getitem__)
        9    0.000    0.000    0.000    0.000 /var/lang/lib/python3.7/_weakrefset.py:38(_remove)
        3    0.000    0.000    0.001    0.000 /var/lang/lib/python3.7/threading.py:834(start)
    60/30    0.000    0.000    0.000    0.000 /opt/python/pyasn1/type/tag.py:218(__eq__)
        3    0.000    0.000    0.000    0.000 /opt/python/aiohttp/client_reqrep.py:388(update_headers)
        3    0.000    0.000    0.000    0.000 /opt/python/aiohttp/client_reqrep.py:930(_response_eof)
       20    0.000    0.000    0.000    0.000 /opt/python/aiohttp/helpers.py:270(current_task)
    20/16    0.000    0.000    0.000    0.000 /opt/python/pynamodb/expressions/operand.py:29(<listcomp>)
        3    0.000    0.000    0.110    0.037 /opt/python/pynamodb/connection/table.py:203(query)
        4    0.000    0.000    0.000    0.000 /var/lang/lib/python3.7/asyncio/selector_events.py:252(_add_reader)
        3    0.000    0.000    0.000    0.000 /var/lang/lib/python3.7/asyncio/selector_events.py:336(add_writer)
        6    0.000    0.000    0.000    0.000 /var/lang/lib/python3.7/asyncio/selector_events.py:457(sock_connect)
        3    0.000    0.000    0.002    0.001 /var/lang/lib/python3.7/asyncio/base_events.py:745(run_in_executor)
       15    0.000    0.000    0.001    0.000 /opt/python/botocore/awsrequest.py:552(content)
       50    0.000    0.000    0.000    0.000 /opt/python/botocore/utils.py:187(is_json_value_header)
        7    0.000    0.000    0.000    0.000 /opt/python/urllib3/connectionpool.py:281(_put_conn)
        7    0.000    0.000    0.145    0.021 /var/lang/lib/python3.7/ssl.py:920(read)
        2    0.000    0.000    0.000    0.000 /var/lang/lib/python3.7/http/client.py:845(__init__)
       40    0.000    0.000    0.000    0.000 /var/lang/lib/python3.7/logging/__init__.py:845(release)
        6    0.000    0.000    0.000    0.000 /opt/python/aiohttp/connector.py:373(_drop_acquired_per_host)
        3    0.000    0.000    0.000    0.000 /opt/python/aiohttp/helpers.py:590(timer)
       13    0.000    0.000    0.000    0.000 /opt/python/pynamodb/attributes.py:797(_set_attributes)
        3    0.000    0.000    0.000    0.000 /var/lang/lib/python3.7/asyncio/selector_events.py:116(_read_from_self)
       29    0.000    0.000    0.000    0.000 {built-in method _contextvars.copy_context}
        7    0.000    0.000    0.000    0.000 /opt/python/botocore/httpsession.py:107(proxy_url_for)
        2    0.000    0.000    0.000    0.000 /opt/python/urllib3/connection.py:248(__init__)
        5    0.000    0.000    0.000    0.000 /opt/python/botocore/credentials.py:1125(fetch_credentials)
        2    0.000    0.000    0.000    0.000 /opt/python/urllib3/connectionpool.py:934(_new_conn)
       55    0.000    0.000    0.000    0.000 /var/lang/lib/python3.7/email/message.py:479(set_raw)
        2    0.000    0.000    0.000    0.000 /var/lang/lib/python3.7/ssl.py:240(_inet_paton)
       18    0.000    0.000    0.000    0.000 {method 'astimezone' of 'datetime.datetime' objects}
        1    0.000    0.000    0.101    0.101 /opt/python/botocore/endpoint.py:185(_do_get_response)
       45    0.000    0.000    0.000    0.000 {built-in method from_bytes}
      111    0.000    0.000    0.000    0.000 {method 'strip' of 'str' objects}
        3    0.000    0.000    0.000    0.000 /opt/python/aiohttp/connector.py:632(_release)
       15    0.000    0.000    0.000    0.000 /opt/python/aiohttp/helpers.py:463(_is_ip_address)
       18    0.000    0.000    0.000    0.000 /opt/python/yarl/_url.py:478(raw_host)
        3    0.000    0.000    0.000    0.000 /var/lang/lib/python3.7/asyncio/futures.py:371(wrap_future)
        2    0.000    0.000    0.000    0.000 /var/lang/lib/python3.7/asyncio/sslproto.py:484(connection_lost)
       24    0.000    0.000    0.000    0.000 /var/lang/lib/python3.7/asyncio/base_futures.py:23(isfuture)
        1    0.000    0.000    0.000    0.000 /var/lang/lib/python3.7/asyncio/events.py:715(_init_event_loop_policy)
        3    0.000    0.000    0.000    0.000 /opt/python/botocore/signers.py:398(_url_b64encode)
       18    0.000    0.000    0.000    0.000 /opt/python/botocore/model.py:128(metadata)
      8/7    0.000    0.000    0.002    0.000 /opt/python/botocore/hooks.py:354(emit)
     12/1    0.000    0.000    0.000    0.000 /opt/python/botocore/parsers.py:309(_parse_shape)
       30    0.000    0.000    0.000    0.000 /opt/python/dateutil/tz/_factories.py:13(__call__)
      107    0.000    0.000    0.000    0.000 /opt/python/botocore/awsrequest.py:591(__str__)
        5    0.000    0.000    0.001    0.000 /opt/python/botocore/credentials.py:1967(load_credentials)
        7    0.000    0.000    0.000    0.000 /var/lang/lib/python3.7/contextlib.py:81(__init__)
      120    0.000    0.000    0.000    0.000 /var/lang/lib/python3.7/email/message.py:426(__iter__)
        7    0.000    0.000    0.001    0.000 /var/lang/lib/python3.7/http/client.py:968(send)
       66    0.000    0.000    0.000    0.000 {method 'rstrip' of 'str' objects}
